RecordID,CertificateNumber,BusinessName,InspectionDate,InspectionResult,Industry,Borough,BuildingNumber,Street,Street2,UnitType,Unit,Description,City,State,Zip,Longitude,Latitude
13833-2018-ENFO,9414250,"OLGA'S UNISEX SALON & NAIL SPA , INC",2018-03-06T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Queens,9102,63RD DR,NA,NA,NA,NA,REGO PARK,NY,11374,-73.86478758,40.7263106
34669-2016-ENFO,50070003,LESLYANN DELI GROCERY CORP.,2016-05-21T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Bronx,1229,FRANKLIN AVE,NA,NA,NA,NA,BRONX,NY,10456,-73.90324052,40.83055878
10578-2016-ENFO,3050004,425 THIRD AVE. CORP.,2016-02-12T00:00:00Z,Pass,Grocery-Retail - 808,Manhattan,425,3RD AVE,NA,NA,NA,NA,NEW YORK,NY,10016,-73.98010841,40.7429858
4355-2017-ENFO,3061363,BEEN THERE PERIOD LLC,2017-01-18T00:00:00Z,Pass,Grocery-Retail - 808,Manhattan,120,BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10271,-74.01104076,40.70854578
69775-2017-ENFO,9404395,MIDDLE EASTERN GROCERY CORP.,2017-12-08T00:00:00Z,No Evidence of Activity,Cigarette Retail Dealer - 127,Queens,2512,STEINWAY ST,NA,NA,NA,NA,ASTORIA,NY,11103,-73.91200351,40.76758526
22290-2018-ENFO,5426488,MILLY BEAUTY CENTER INC,2018-04-24T00:00:00Z,Violation Issued,Salons And Barbershop - 841,Queens,20303,HOLLIS AVE,NA,NA,NA,NA,SAINT ALBANS,NY,11412,-73.75452746,40.70660203
7299-2017-ENFO,5408032,1439 CANDY DELI GROCERY INC.,2017-01-31T00:00:00Z,Violation Issued,Grocery-Retail - 808,Bronx,1439B,WEBSTER AVE,NA,NA,NA,NA,BRONX,NY,10456,-73.90679051,40.83722861
20232-2018-ENFO,3075242,"MARATHON FOOD SHOP, INC.",2018-04-11T00:00:00Z,Pass,Grocery-Retail - 808,Queens,24919,NORTHERN BLVD,NA,NA,NA,NA,LITTLE NECK,NY,11362,-73.73800486,40.76802089
1938-2017-ENFO,9360534,BARMAN GIFT SHOP INC.,2017-01-07T00:00:00Z,Out of Business,Wearing Apparel - 450,Manhattan,416,BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10013,-74.00190476,40.71935791
79477-2016-ENFO,9365070,CUBE SMART,2016-12-14T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Brooklyn,2047,PITKIN AVE,NA,NA,NA,NA,BROOKLYN,NY,11207,-73.89709385,40.67172037
47715-2017-ENFO,50080325,DUANE READE,2017-07-25T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,250,W 57TH ST,NA,NA,NA,NA,NEW YORK,NY,10107,-73.98211944,40.76639058
17371-2016-ENFO,9288843,JULIO A. SANCHEZ,2016-03-07T00:00:00Z,No Violation Issued,Stoop Line Stand - 033,Bronx,1792,WESTCHESTER AVE,NA,NA,NA,NA,BRONX,NY,10472,-73.86669806,40.83177118
78888-2016-ENFO,3062321,ROCHAMBEAU DELI GROCERY CORP,2016-12-13T00:00:00Z,Pass,Grocery-Retail - 808,Bronx,3515,ROCHAMBEAU AVE,NA,FRNT,1,NA,BRONX,NY,10467,-73.87916757,40.88207886
10170-2018-CMPL,9424964,CLEAN MARKET,2018-07-26T00:00:00Z,No Evidence of Activity,Air Condtioning Law - 899,Manhattan,240,E 54TH ST,NA,NA,NA,NA,NEW YORK,NY,10022,-73.96794687,40.75790076
20714-2016-ENFO,9330988,"HU, XIAN LI & KONG PING",2016-03-23T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Queens,10301,QUEENS BLVD,NA,NA,NA,NA,FOREST HILLS,NY,11375,-73.85033742,40.72496975
5709-2018-ENFO,9417971,KITT CORP,2018-01-29T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Bronx,2090,BRONXDALE AVE,NA,NA,NA,NA,BRONX,NY,10462,-73.86827353,40.85188074
6818-2018-ENFO,9406123,"FAMILY DOLLAR STORES OF NEW YORK, INC.",2018-01-25T00:00:00Z,No Evidence of Activity,Electronic Store - 001,Staten Island,40,PROSPECT ST,NA,NA,NA,NA,STATEN ISLAND,NY,10304,-74.07590305,40.62859061
60526-2016-ENFO,9347231,MILLENNIUM SMOKE & NEWS INC,2016-09-12T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,2345,BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10024,-73.97689908,40.78786172
16116-2016-ENFO,9319218,CRISTO REY GROCERY INC,2016-03-07T00:00:00Z,Out of Business,Grocery-Retail - 808,Manhattan,2304,AMSTERDAM AVE,NA,NA,NA,NA,NEW YORK,NY,10033,-73.93404719,40.84381002
1158-2017-ENFO,5406068,PETER MARIN FURNITURE INC.,2016-12-21T00:00:00Z,Violation Issued,Furniture Sales - 242,Brooklyn,4209,AVENUE U,NA,NA,NA,NA,BROOKLYN,NY,11234,-73.92325447,40.60933807
14780-2017-ENFO,9349916,MONICA CASTELAR,2017-02-28T00:00:00Z,No Violation Issued,Wearing Apparel - 450,Bronx,442,WILLIS AVE,NA,NA,NA,NA,BRONX,NY,10455,-73.91950372,40.81371597
13240-2016-ENFO,9319346,Tour Central Park Inc,2016-02-11T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Manhattan,203,W 58TH ST,NA,NA,NA,NA,NEW YORK,NY,10019,-73.97993536,40.766371
39328-2017-ENFO,5411418,"CHANG FA FOOD MARKET, INC.",2017-06-10T00:00:00Z,Violation Issued,Stoop Line Stand - 033,Brooklyn,1418,AVENUE U,NA,NA,NA,NA,BROOKLYN,NY,11229,-73.95707268,40.59875253
39749-2016-ENFO,9332184,PAWNIT WALTON CORP,2016-06-13T00:00:00Z,No Violation Issued,Secondhand Dealer [General] - 006,Bronx,1405,WALTON AVE,NA,NA,NA,NA,BRONX,NY,10452,-73.9157931,40.83978263
38374-2016-ENFO,9342045,LA K PICA GROCERY CORP.,2016-06-10T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,272,JAMAICA AVE,NA,NA,NA,NA,BROOKLYN,NY,11207,-73.89132159,40.68104456
24778-2018-ENFO,9419947,ENEROLISA VENTURA,2018-05-03T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Staten Island,516,TOMPKINS AVE,NA,NA,NA,NA,STATEN ISLAND,NY,10305,-74.07173624,40.61313187
70734-2017-ENFO,5422633,"O.C. AUTO MECHANICS, INC.",2017-11-21T00:00:00Z,Violation Issued,Misc Non-Food Retail - 817,Brooklyn,1348,UTICA AVE,NA,NA,NA,NA,BROOKLYN,NY,11203,-73.92907149,40.63937257
11766-2015-CMPL,5389182,SHING FU TONG INC,2016-04-25T00:00:00Z,Violation Issued,Stoop Line Stand - 033,Manhattan,158,HESTER ST,NA,NA,NA,NA,NEW YORK,NY,10013,-73.99668118,40.71771102
41498-2017-ENFO,9382992,"K&N STORES, INC.",2017-06-22T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,801,AMSTERDAM AVE,NA,NA,NA,NA,NEW YORK,NY,10025,-73.968788,40.7961983
16296-2018-ENFO,9408241,PAN'S NAIL SALON INC.,2018-03-14T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Manhattan,860,10TH AVE,NA,NA,NA,NA,NEW YORK,NY,10019,-73.98881568,40.76874641
54585-2016-ENFO,5400384,4051 ABINADER GROCERY CORP.,2016-08-15T00:00:00Z,Violation Issued,Grocery-Retail - 808,Manhattan,4051,BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10032,-73.93922366,40.84286045
39809-2017-ENFO,50078214,SMOKING SHOP ON ISLAND INC.,2017-07-05T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Staten Island,278,NEW DORP LN,NA,NA,NA,NA,STATEN ISLAND,NY,10306,-74.1129431,40.57216005
1427215-DCA,9390961,WEBSTER CUSTOM AUDIO INC,2017-11-22T00:00:00Z,Warning,Electronic & Home Appliance Service Dealer - 115,Bronx,2236,WEBSTER AVE,NA,NA,NA,NA,BRONX,NY,10457,-73.8966193,40.85461316
26392-2016-ENFO,3054272,"MICAELA, INC.",2016-04-26T00:00:00Z,Pass,Drug Store Retail - 810,Queens,2501,BROADWAY,NA,NA,NA,NA,ASTORIA,NY,11106,-73.92820669,40.76332019
30968-2016-ENFO,9338396,"WHOLE FOODS MARKET GROUP, INC.",2016-05-06T00:00:00Z,No Violation Issued,Stoop Line Stand - 033,Manhattan,808,COLUMBUS AVE,NA,NA,NA,NA,NEW YORK,NY,10025,-73.96628956,40.79456723
23453-2018-ENFO,9409011,MONACO HAIR SALON CORP.,2018-04-19T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Brooklyn,693,BROADWAY,NA,NA,NA,NA,BROOKLYN,NY,11206,-73.94352152,40.70169799
18738-2016-ENFO,9330315,8737 BRITTON AVE PHARMACY INC,2016-03-07T00:00:00Z,No Violation Issued,Drug Store Retail - 810,Queens,8737,BRITTON AVE,NA,NA,NA,NA,ELMHURST,NY,11373,-73.878794,40.74778469
64377-2017-ENFO,9390214,"MANHATTAN FLORIST.COM, LTD.",2017-10-20T00:00:00Z,No Evidence of Activity,Stoop Line Stand - 033,Manhattan,87,BAYARD ST,NA,NA,NA,NA,NEW YORK,NY,10013,-73.99903324,40.71581169
33028-2018-ENFO,9423287,HM WIRELESS DISTRIBUTORS LLC,2018-07-02T00:00:00Z,No Violation Issued,Electronic Store - 001,Queens,9560,QUEENS BLVD,NA,NA,NA,NA,REGO PARK,NY,11374,-73.86253547,40.73019451
13406-2016-ENFO,50066965,"SAJJAD DELI AND GROCERY, INC.",2016-02-28T00:00:00Z,Out of Business,Cigarette Retail Dealer - 127,Queens,3019,31ST AVE,NA,NA,NA,NA,ASTORIA,NY,11106,-73.92402495,40.76462675
5308-2018-ENFO,3076751,"WEST FORDHAM FISH MARKET, CORP.",2018-01-19T00:00:00Z,Pass,Grocery-Retail - 808,Bronx,81,W FORDHAM RD,NA,NA,NA,NA,BRONX,NY,10468,-73.90433611,40.86275237
21548-2017-ENFO,3062523,230 A & M DELI-GROCERY INC.,2017-03-28T00:00:00Z,Pass,Grocery-Retail - 808,Bronx,2840,VALENTINE AVE,NA,FRNT,1,NA,BRONX,NY,10458,-73.89011368,40.86926659
39355-2018-ENFO,9428260,"GAP, INC",2018-08-01T00:00:00Z,No Violation Issued,Wearing Apparel - 450,Manhattan,125,5TH AVE,NA,NA,NA,NA,NEW YORK,NY,10003,-73.99117341,40.73934764
17650-2016-ENFO,5392931,M.P. DELI INC,2016-03-12T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Queens,910,34TH AVE,NA,NA,NA,NA,ASTORIA,NY,11106,-73.93924404,40.76514356
12483-2016-ENFO,9325169,"DESIGNS BY RIZZO, INC.",2016-02-12T00:00:00Z,No Violation Issued,Jewelry Store-Retail - 823,Queens,3605,162ND ST,NA,NA,NA,NA,FLUSHING,NY,11358,-73.80368988,40.76244794
41276-2017-ENFO,5413904,SKY TING TRADING INC.,2017-06-23T00:00:00Z,Violation Issued,Grocery-Retail - 808,Manhattan,360,BROOME ST,NA,NA,NA,NA,NEW YORK,NY,10013,-73.99552305,40.71998364
45493-2016-ENFO,3055016,FERRARA BROS. BUILDING MATERIALS CORP.,2016-07-05T00:00:00Z,Pass,Misc Non-Food Retail - 817,Queens,8919,LIBERTY AVE,NA,NA,NA,NA,OZONE PARK,NY,11417,-73.84946495,40.67997361
326-2014-UNIT,9331478,"CIANCIO, FRANK/ CIANCIO, SALVATORE",2017-05-02T00:00:00Z,Pass,Horse Drawn Cab Owner - 087,Manhattan,538,W 38TH ST,NA,NA,NA,NA,NEW YORK,NY,10018,-73.99890269,40.7577817
14858-2017-ENFO,9366974,DAS GROCERY INC,2017-02-22T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,2207,BATH AVE,NA,NA,NA,NA,BROOKLYN,NY,11214,-73.99708322,40.59838447
75048-2017-ENFO,50082831,WEST END SUPER CORP,2017-12-14T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,110,W END AVE,NA,NA,NA,NA,NEW YORK,NY,10023,-73.98789032,40.77510588
24344-2016-ENFO,50067644,DUANE READE ETAL PTRS,2016-04-08T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,122,E 42ND ST,NA,NA,NA,NA,NEW YORK,NY,10168,-73.97645328,40.75160088
10925-2016-ENFO,50067024,SHAIBI GOURMET DELI CORP,2016-02-18T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Bronx,24,E 167TH ST,NA,NA,NA,NA,BRONX,NY,10452,-73.9217211,40.8358701
18387-2016-ENFO,9330744,BEN'S BARBER SHOP INC.,2016-03-15T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Queens,11721,JAMAICA AVE,NA,NA,NA,NA,RICHMOND HILL,NY,11418,-73.83223225,40.69964628
41854-2016-ENFO,5398485,SANGE REST. INC.,2016-06-17T00:00:00Z,Violation Issued,Sidewalk Cafe - 013,Manhattan,168,W 4TH ST,NA,NA,NA,NA,NEW YORK,NY,10014,-74.00144327,40.73206339
68399-2016-ENFO,9348165,"LEACH, KENNETH J",2016-10-13T00:00:00Z,Warning,Secondhand Dealer [General] - 006,Manhattan,1050,2ND AVE,NA,NA,NA,NA,NEW YORK,NY,10022,-73.96606611,40.75822685
45404-2016-ENFO,70038220,BASCO DELI GROCERY CORP.,2016-07-11T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Queens,20301,HOLLIS AVE,NA,NA,NA,NA,SAINT ALBANS,NY,11412,-73.75472961,40.7065558
2064584-DCA,9407327,"RODRIGUEZ ROSALES, GERARDO",2018-02-27T00:00:00Z,Warning,Stoop Line Stand - 033,Queens,3906,108TH ST,NA,NA,NA,NA,CORONA,NY,11368,-73.85910992,40.7513689
20281-2018-ENFO,3075420,HANU NY INC.,2018-04-11T00:00:00Z,Pass,Grocery-Retail - 808,Queens,8703,NORTHERN BLVD,NA,NA,NA,NA,JACKSON HEIGHTS,NY,11372,-73.88056923,40.75607295
4111-UNIT,9327644,"GRAY LINE NEW YORK TOURS, INC.",2016-01-12T00:00:00Z,Pass,Sightseeing Bus - 078,Brooklyn,43,2ND AVE,NA,NA,NA,NA,BROOKLYN,NY,11215,-73.9921482,40.6740635
61667-2016-ENFO,9356225,A-Z OFFICE MAINTENANCE INC,2016-09-14T00:00:00Z,No Violation Issued,Laundry - 064,Queens,8237A,153RD AVE,NA,NA,NA,NA,HOWARD BEACH,NY,11414,-73.8511325,40.6662162
16380-2016-ENFO,70037775,TR FOOD MARKET CORP,2016-03-14T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Queens,9500,VAN WYCK EXPY,NA,NA,NA,NA,S RICHMOND HL,NY,11419,-73.81335524,40.69610116
19309-2016-ENFO,50067750,MUSIC HALL OF WILLIAMSBURG LLC,2016-03-19T00:00:00Z,Unable to Complete Inspection,Cigarette Retail Dealer - 127,Brooklyn,66,N 6TH ST,NA,NA,NA,NA,BROOKLYN,NY,11211,-73.96162704,40.71932957
8225-2017-ENFO,3062013,RT2D LLC,2017-02-08T00:00:00Z,Pass,Pedicab Business - 130,MANHATTAN,NA,WEST   96 STREET,CENTRAL PARK WEST,NA,NA,NEC,NEW YORK,NY,10025,-73.96468395,40.79166283
18306-2017-ENFO,5404189,H & H KIM CORP.,2017-03-16T00:00:00Z,Violation Issued,Grocery-Retail - 808,Manhattan,172,PRINCE ST,NA,NA,NA,NA,NEW YORK,NY,10012,-74.00182197,40.7262198
7886-2018-ENFO,5416589,OCEAN BAY MARKET INC.,2018-02-01T00:00:00Z,Violation Issued,Supermarket - 819,Brooklyn,2424,CONEY ISLAND AVE,NA,NA,NA,NA,BROOKLYN,NY,11223,-73.96114963,40.5976588
7730-2018-ENFO,3073192,DESIGN DEPOT INC,2018-02-01T00:00:00Z,Pass,Misc Non-Food Retail - 817,Brooklyn,855,65TH ST,NA,NA,NA,NA,BROOKLYN,NY,11220,-74.01134513,40.63192532
42378-2016-ENFO,5397895,MARKO BOSHRA,2016-06-25T00:00:00Z,Violation Issued,Mobile Food Vendor - 881,MANHATTAN,629,KENNEDY BLVD,NA,NA,1R,NA,BAYONNE,NJ,7002,NA,NA
4577-2017-ENFO,9361704,"WANDY'S MARKET, INC.",2017-01-24T00:00:00Z,Out of Business,Cigarette Retail Dealer - 127,Queens,3417,28TH AVE,NA,NA,NA,NA,ASTORIA,NY,11103,-73.91747684,40.76726543
24363-2016-ENFO,70038069,ALEX DELI GROCERY I INC.,2016-04-14T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,2,SUTTER AVE,NA,NA,NA,NA,BROOKLYN,NY,11212,-73.92305318,40.66523828
20910-2018-ENFO,9420246,LOOKS SPA INC,2018-04-12T00:00:00Z,Warning,Salons And Barbershop - 841,Manhattan,355,6TH AVE,NA,NA,NA,NA,NEW YORK,NY,10014,-74.00071081,40.73205791
73108-2017-ENFO,9394825,"HOUSE OF COLLOR NAILS, INC.",2017-12-01T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Brooklyn,1811,67TH ST,NA,NA,NA,NA,BROOKLYN,NY,11204,-73.99089773,40.61768829
4076-2018-ENFO,3081113,SUN FAT FRUIT & VEGETABLE INC,2018-01-18T00:00:00Z,Pass,Grocery-Retail - 808,Manhattan,140,MOTT ST,NA,NA,NA,NA,NEW YORK,NY,10013,-73.99661981,40.71869364
3078-2018-ENFO,50081724,"GAD GASOLINE, INC.",2018-01-13T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,513,FLATBUSH AVE,NA,NA,NA,NA,BROOKLYN,NY,11225,-73.96133587,40.66157403
76869-2016-ENFO,5394762,"KISSENA GLATT FARMS, INC.",2017-01-09T00:00:00Z,Violation Issued,Supermarket - 819,Queens,7215,KISSENA BLVD,NA,NA,NA,NA,FLUSHING,NY,11367,-73.81400944,40.72789487
2061292-DCA,9392140,"HASAN, MEHEDI AL",2018-01-09T00:00:00Z,Warning,Electronic & Home Appliance Service Dealer - 115,Queens,16326,JAMAICA AVE,NA,NA,NA,NA,JAMAICA,NY,11432,-73.79645857,40.7048256
55286-2017-ENFO,3073814,KENA KATA INC.,2017-08-30T00:00:00Z,Pass,Misc Non-Food Retail - 817,Queens,3317,36TH AVE,NA,NA,NA,NA,ASTORIA,NY,11106,-73.92793692,40.75574452
74480-2017-ENFO,5420744,ETHAN AUTO SALES INC,2018-01-12T00:00:00Z,Violation Issued,Secondhand Dealer Auto - 005,Bronx,1855,E TREMONT AVE,NA,NA,NA,NA,BRONX,NY,10460,-73.86579458,40.84077005
18942-2017-ENFO,9385251,RCSS GAS CORP.,2017-03-10T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,1412,EASTERN PKWY,NA,NA,NA,NA,BROOKLYN,NY,11233,-73.92165045,40.66877535
54906-2017-ENFO,9391986,K & M SHOE REPAIR CORP.,2017-08-28T00:00:00Z,No Violation Issued,Misc Non-Food Retail - 817,Manhattan,55,NASSAU ST,NA,NA,NA,NA,NEW YORK,NY,10038,-74.00893439,40.7090208
30732-2018-ENFO,40009571,CARMINE'S AUTO CENTER INC.,2018-06-13T00:00:00Z,Pass,Gas Station-Retail - 815,Queens,8915,ROCKAWAY BLVD,NA,NA,NA,NA,OZONE PARK,NY,11416,-73.8504263,40.68215696
6510-2016-ENFO,3051674,MIKE'S DRY CLEANERS & SHOE REPAIR,2016-01-28T00:00:00Z,Pass,Laundry Jobber - 066,Brooklyn,21,FLATBUSH AVE,NA,NA,NA,NA,BROOKLYN,NY,11217,-73.98031952,40.68802475
44531-2016-ENFO,9343808,"MEKONG LAUNDROMAT & CLEANERS, INC.",2016-06-29T00:00:00Z,No Violation Issued,Laundry - 064,Manhattan,1612,YORK AVE,NA,NA,NA,NA,NEW YORK,NY,10028,-73.94750643,40.77538824
64670-2016-ENFO,5401392,306 A M MEAT MARKET CORP.,2016-09-28T00:00:00Z,Violation Issued,Grocery-Retail - 808,Brooklyn,306,IRVING AVE,NA,NA,NA,NA,BROOKLYN,NY,11237,-73.9142111,40.69891589
49472-2016-ENFO,3057275,GRISTEDE'S,2016-07-25T00:00:00Z,Pass,Supermarket - 819,Manhattan,1343,LEXINGTON AVE,NA,NA,NA,NA,NEW YORK,NY,10128,-73.95405528,40.78158316
15698-2018-ENFO,9408229,ERIK'S TODAY STYLE INC.,2018-03-12T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Manhattan,660,10TH AVE,NA,NA,NA,NA,NEW YORK,NY,10036,-73.99340483,40.76244758
71618-2016-ENFO,9355419,"SI ALL TIRE & SERVICE, INC.",2016-11-02T00:00:00Z,No Violation Issued,Secondhand Dealer Auto - 005,Staten Island,190,RHINE AVE,NA,NA,NA,NA,STATEN ISLAND,NY,10304,-74.08892243,40.60936498
23845-2018-ENFO,9420760,GRACIOUS HOME LLC,2018-04-30T00:00:00Z,Out of Business,Misc Non-Food Retail - 817,Manhattan,1201,3RD AVE,NA,NA,NA,NA,NEW YORK,NY,10021,-73.96172525,40.76817792
28019-2017-ENFO,9377344,"ALANISSI, MAHONEY R",2017-04-21T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Queens,913,CROSS BAY BLVD,NA,NA,NA,NA,BROAD CHANNEL,NY,11693,-73.81955582,40.60629609
25602-2018-ENFO,5426136,VILLAGE EYE ASSOCIATES,2018-05-11T00:00:00Z,Violation Issued,Misc Non-Food Retail - 817,Manhattan,170,2ND AVE,NA,NA,NA,NA,NEW YORK,NY,10003,-73.9864841,40.73021539
7752-2017-CMPL,5408618,124 MEAT FOOD CORP,2017-06-09T00:00:00Z,Violation Issued,Stoop Line Stand - 033,Bronx,124,W FORDHAM RD,NA,NA,NA,NA,BRONX,NY,10468,-73.90650524,40.86277885
47257-2016-ENFO,9345507,GHANSHYAM 2 DELI & GROCERY INC,2016-07-15T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,3578,BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10031,-73.94956458,40.82763229
29052-2018-ENFO,5430679,ITTADI INC.,2018-06-01T00:00:00Z,Violation Issued,Stoop Line Stand - 033,Queens,3208,31ST ST,NA,NA,NA,NA,ASTORIA,NY,11106,-73.92568167,40.76161959
17623-2016-ENFO,9330650,"GANESH GROCERY, INC.",2016-03-16T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Queens,6699,FRESH POND RD,NA,NA,NA,NA,RIDGEWOOD,NY,11385,-73.89665508,40.70595277
11511-2017-ENFO,9349912,"FUSION AMERICA OF JERSEY GARDENS, INC.",2017-02-10T00:00:00Z,No Violation Issued,Wearing Apparel - 450,Bronx,2923,3RD AVE,NA,NA,NA,NA,BRONX,NY,10455,-73.91578169,40.81739123
36708-2016-ENFO,9326978,ARCH TELECOM INC.,2016-05-26T00:00:00Z,No Violation Issued,Electronic & Home Appliance Service Dealer - 115,Brooklyn,80,GRAHAM AVE,NA,NA,NA,NA,BROOKLYN,NY,11206,-73.94262162,40.7038714
71743-2016-ENFO,3065609,NATURAL CHILGOK INC.,2016-10-28T00:00:00Z,Pass,Gaming Cafe - 129,Queens,16038,NORTHERN BLVD,NA,NA,NA,NA,FLUSHING,NY,11358,-73.80515457,40.7627551
65680-2017-ENFO,9389679,420 BROADWAY CORP.,2017-10-20T00:00:00Z,Out of Business,Wearing Apparel - 450,Manhattan,420,BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10013,-74.00177129,40.71951436
75072-2017-ENFO,70044304,SAJOMA DELI GROCERY NY CORP.,2017-12-16T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,772,MILLER AVE,NA,NA,NA,NA,BROOKLYN,NY,11207,-73.88778791,40.66197045
59409-2017-ENFO,40003344,S & F GAS LLC,2017-09-27T00:00:00Z,Pass,Gas Station-Retail - 815,Brooklyn,98,3RD AVE,NA,NA,NA,NA,BROOKLYN,NY,11217,-73.98206599,40.68332598
22430-2017-ENFO,9385296,9715 KILDARE INC.,2017-04-07T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Brooklyn,9715,3RD AVE,NA,NA,NA,NA,BROOKLYN,NY,11209,-74.03426479,40.61558652
19155-2017-ENFO,50076524,ELLIOT DELI AND GROCERY CORP,2017-03-18T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Bronx,45,ELLIOT PL,NA,NA,NA,NA,BRONX,NY,10452,-73.91696843,40.83916592
17424-2017-ENFO,9381249,CAPELLAN DELI GROCERY CORP.,2017-03-13T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,70,E 116TH ST,NA,NA,NA,NA,NEW YORK,NY,10029,-73.94409576,40.79966105
40887-2017-ENFO,9401609,"30-46 AVE. DELI & GROCERY, INC.",2017-06-26T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Queens,4520,30TH AVE,NA,NA,NA,NA,ASTORIA,NY,11103,-73.91076564,40.7618972
51936-2016-ENFO,9305089,"THE GOLDEN KIDS FOOD CENTER, INC.",2016-08-02T00:00:00Z,Out of Business,Grocery-Retail - 808,Bronx,2480,BELMONT AVE,NA,APT,1,NA,BRONX,NY,10458,-73.88448036,40.85687151
29737-2018-ENFO,9394871,CARTER BROS. AUTOMOTIVE REPAIRS INC.,2018-07-17T00:00:00Z,No Evidence of Activity,Tow Truck Company - 124,Brooklyn,2310,ATLANTIC AVE,NA,NA,NA,NA,BROOKLYN,NY,11233,-73.90870637,40.67621514
25621-2017-ENFO,9363485,"KURA RIVER MANAGEMENT, LTD.",2017-04-14T00:00:00Z,Out of Business,Garage - 049,Manhattan,2,BROADWAY,NA,NA,NA,NA,NEW YORK,NY,10004,-74.013186,40.70411825
7351-UNIT,9322433,AARIDGE CARRIAGE INC.,2016-02-03T00:00:00Z,Pass,Horse Drawn Cab Owner - 087,Manhattan,538,W 38TH ST,NA,NA,NA,NA,NEW YORK,NY,10018,-73.99890269,40.7577817
34201-2018-ENFO,40009839,MUKTI 1500 PETROLEUM INC,2018-07-09T00:00:00Z,Pass,Gas Station-Retail - 815,Bronx,1500,BRUCKNER BLVD,NA,NA,NA,NA,BRONX,NY,10473,-73.87876111,40.82336919
28324-2017-ENFO,5405679,S1 GROCERY & GOURMET DELI CORP,2017-05-01T00:00:00Z,Violation Issued,Cigarette Retail Dealer - 127,Manhattan,83,STANTON ST,NA,NA,NA,NA,NEW YORK,NY,10002,-73.9888705,40.72155868
68932-2016-ENFO,3060225,489 ALDEN CLEANERS INC.,2016-10-17T00:00:00Z,Pass,Laundry Jobber - 066,Manhattan,489,COLUMBUS AVE,NA,NA,NA,NA,NEW YORK,NY,10024,-73.97333962,40.78487469
25083-2016-ENFO,50068619,ABEER GIFT CORPORATION,2016-04-13T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Manhattan,455,MADISON AVE,NA,NA,NA,NA,NEW YORK,NY,10022,-73.97539337,40.75811394
35398-2016-ENFO,50068831,181ST CANDY & DELI CORP.,2016-05-26T00:00:00Z,No Violation Issued,Cigarette Retail Dealer - 127,Bronx,110,E 181ST ST,NA,NA,NA,NA,BRONX,NY,10453,-73.90358107,40.85488817
35124-2016-ENFO,9339540,"KINSMEN CLASSIC BARBERS, INC",2016-05-23T00:00:00Z,No Violation Issued,Salons And Barbershop - 841,Manhattan,219,MADISON ST,NA,NA,NA,NA,NEW YORK,NY,10002,-73.98915333,40.71272058
