X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,DEVELOPMENT_CODE,PROJECT_NAME,SCATTERED_SITE_IND,PD_STATUS_TYPE_CODE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,TOTAL_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,PCT_OCCUPIED,NUMBER_REPORTED,PCT_REPORTED,MONTHS_SINCE_REPORT,PCT_MOVEIN,PEOPLE_PER_UNIT,PEOPLE_TOTAL,RENT_PER_MONTH,SPENDING_PER_MONTH,HH_INCOME,PERSON_INCOME,PCT_LT5K,PCT_5K_LT10K,PCT_10K_LT15K,PCT_15K_LT20K,PCT_GE20K,PCT_WAGE_MAJOR,PCT_WELFARE_MAJOR,PCT_OTHER_MAJOR,PCT_MEDIAN,PCT_LT50_MEDIAN,PCT_LT30_MEDIAN,PCT_2ADULTS,PCT_1ADULT,PCT_FEMALE_HEAD,PCT_FEMALE_HEAD_CHILD,PCT_DISABLED_LT62,PCT_DISABLED_GE62,PCT_DISABLED_ALL,PCT_LT24_HEAD,PCT_AGE25_50,PCT_AGE51_61,PCT_AGE62PLUS,PCT_AGE85PLUS,PCT_MINORITY,PCT_BLACK,PCT_NATIVE_AMERICAN,PCT_ASIAN,PCT_HISPANIC,MONTHS_WAITING,MONTHS_FROM_MOVEIN,PCT_UTILITY_ALLOW,AVE_UTIL_ALLOW,PCT_BED1,PCT_BED2,PCT_BED3,PCT_OVERHOUSED,TMINORITY,TPOVERTY,TPCT_OWNSFD,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL
-77.571748,35.260822,1456,NC004,Housing Authority of the City of Kinston,NC004000006,Scattered Sites,Y,M,12,12,12,12,0,721,100,12,100,4,0,1.8,22,328,632,14410,7860,8.33,33.33,33.33,8.33,16.67,16.67,0,83.33,28.82,91.67,50,8.33,41.67,83.33,33.33,33.33,55.56,31.82,0,16.67,8.33,75,0,100,100,0,0,0,0,200,0,0,25,25,50,41.67,94.58,46.47,57.97,37,Lenoir,107,10400,2,2025,N,N,Lenoir,107,91704,Kinston,35920,Kinston city (part),C1,,9999,,28820,"Kinston, NC Micropolitan Statistical Area",99999,,0,1,3703,1542,S,,103A N Trianon St,,Kinston,NC,28501,5148,,28501,3,3,28501514803,S,,,,1,,,A,,90% Overall probable correctness,35.260822,-77.571748,9,H,4,U,**  Centroid Lat/Long   **,37107,3735920,37107010400,3.7107E+11,572,7,45.45000076,9.09000015,100,12505,2022/01/06 20:00:29+00,90973,82440,2525231195,2525237984,kha@khanc.org,2525231195,2525237984,rabbott@khanc.org
-76.896774,34.878045,1457,NC010,Eastern Carolina Regional Housing Authority,NC010000005,MANTEO CIRCLE,N,M,50,50,50,48,2,731,96,48,100,5,20.83,2.2,105,309,599,13553,6195,4.17,43.75,20.83,14.58,16.67,43.75,0,56.25,21.24,93.75,66.67,4.17,43.75,85.42,41.67,31.82,0,17.14,8.33,52.08,31.25,8.33,0,56.25,54.17,0,0,2.08,1,56,95.83,106,12.5,52.08,35.42,25,47.52,18.46,43.02,37,Craven,49,961302,3,3003,N,N,Craven,49,93508,Township 6,30120,Havelock city,C1,,9999,,35100,"New Bern, NC Metropolitan Statistical Area",99999,,1,0,3703,1272,S,,801 Manteo Cir Apt,,Havelock,NC,28532,1909,,28532,1,0,28532190901,S,,Apt,,0,,,,,100% Overall probable correctness,34.878045,-76.896774,9,S,4,U,**  Centroid Lat/Long   **,37049,3730120,37049961302,3.705E+11,562,41,3.80999994,17.13999939,97.91999817,10146,2022/01/06 20:00:29+00,344832,323552,9197350435,9197342320,gmatthis@ecrha.org,9197350435,9197342320,gmatthis@ecrha.org
-77.573711,35.25654,1516,NC004,Housing Authority of the City of Kinston,NC004000005,RICHARD GREEN,N,M,100,100,100,98,2,721,98,98,100,5,17.35,2.6,253,177,632,8112,3142,52.04,24.49,11.22,3.06,9.18,22.45,0,77.55,16.14,93.88,86.73,1.02,69.39,87.76,64.29,14.44,62.5,7.91,26.53,54.08,11.22,8.16,2.04,95.92,94.9,0,0,1.02,2,69,0,0,12.24,42.86,44.9,19.39,99.15,66.27,39.27,37,Lenoir,107,10300,1,1001,N,Y,Lenoir,107,91704,Kinston,35920,Kinston city (part),C1,,9999,,28820,"Kinston, NC Micropolitan Statistical Area",99999,,0,1,3703,1542,S,,419A Richard Green Apartments,,Kinston,NC,28501,5413,,28501,19,1,28501541319,S,,,,1,,,A,,90% Overall probable correctness,35.25654,-77.573711,9,S,4,U,**  Centroid Lat/Long   **,37107,3735920,37107010300,3.7107E+11,572,138,3.55999994,5.92999983,97.95999908,4031,2022/01/06 20:00:29+00,742948,666386,2525231195,2525237984,kha@khanc.org,2525231195,2525237984,rabbott@khanc.org
-80.038918,35.934564,1517,NC006,Housing Authority of the City of High Point,NC006000009,JUANITA HILLS,N,M,140,140,140,139,1,1146,99.279999,138,99.29,5,13.77,2.3,315,290,729,12799,5607,15.75,33.86,18.11,11.81,20.47,29.71,2.9,59.42,19.19,92.03,71.01,9.42,33.33,74.64,35.51,27,50,19.05,5.07,40.58,26.81,27.54,1.45,97.1,91.3,1.45,3.62,0.72,79,109,0,0,31.88,47.1,21.01,17.39,74.59,28.82,68.84,37,Guilford,81,14408,1,1010,N,N,Guilford,81,91484,High Point,31400,High Point city (part),C1,,3120,"Greensboro--Winston-Salem--High Point, NC MSA",24660,"Greensboro-High Point, NC Metropolitan Statistical Area",99999,,1,0,3706,1356,Y,,2702 Annmore Cir,,High Point,NC,27262,8727,,27262,99,9,27262872799,H,,,,1,,,A,,90% Overall probable correctness,35.934564,-80.038918,S,,R,U,** Street-Level Rooftop **,37081,3731400,37081014408,3.7081E+11,680,128,13.32999992,12.06000042,99.27999878,9726,2022/01/06 20:00:29+00,1215560,1125732,3368872661,3368872414,amcgill@hpha.net,3368782375,3368872996,amcgill@hpha.net
-78.921986,34.997771,1518,NC009,Fayetteville Metropolitan Housing Authority,NC009000005,PROJECT UNNAMED,Y,M,124,124,124,117,3,801,94.349998,117,100,7,0.85,2.7,320,340,642,15031,5496,8.91,29.7,14.85,10.89,35.64,35.04,0.85,50.43,25.22,83.76,60.68,3.42,65.81,95.73,66.67,14.71,46.67,10.63,1.71,71.79,13.68,12.82,0.85,92.31,86.32,0.85,0,5.13,0,160,96.58,180,0,0,100,50.43,64.83,22.87,65.87,37,Cumberland,51,1603,1,1021,N,N,Cumberland,51,92460,Pearces Mill,99999,Remainder of Pearces Mill township,99,,2560,"Fayetteville, NC MSA",22180,"Fayetteville, NC Metropolitan Statistical Area",99999,,1,0,3708,,S,,3025 Akron Dr,,Hope Mills,NC,28348,9668,,28348,25,9,28348966825,S,,,,1,,,A,,90% Overall probable correctness,34.997771,-78.921986,S,,R,U,** Street-Level Rooftop **,37051,3799999,37051001603,3.7051E+11,604,164,5.30999994,8.13000011,96.58000183,10635,2022/01/06 20:00:29+00,901344,840263,9104833648,9104834129,faymetha@fmhanc.org,9104833648,9104834129,dweeks@fmhanc.org
-79.743378,36.121157,1519,NC011,Housing Authority of the City of Greensboro,NC011031110,Windhill Apartments,Y,M,60,60,10,9,1,965,90,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,Guilford,81,15402,3,3001,N,Y,Guilford,81,91228,Gilmer,28000,Greensboro city (part),C1,,3120,"Greensboro--Winston-Salem--High Point, NC MSA",24660,"Greensboro-High Point, NC Metropolitan Statistical Area",99999,,1,0,3706,1188,S,,200 Wind Hill Ct,,Greensboro,NC,27405,3063,,27405,99,2,27405306399,H,,,,1,,,A,,90% Overall probable correctness,36.121157,-79.743378,S,,R,U,** Street-Level Rooftop **,37081,3728000,37081015402,3.7081E+11,-4,-4,-4,-4,-4,-4,2022/01/06 20:00:29+00,-4,-4,3362758501,3363781307,jcox@gha-nc.org,3363033116,3363781307,jcox@gha-nc.org
-79.765031,36.065896,1520,NC011,Housing Authority of the City of Greensboro,NC011034115,The HAVENS AT WILLOW OAKS,N,M,60,60,30,27,0,965,90,26,96.29,8,11.54,2,53,371,781,17485,8578,11.54,34.62,7.69,11.54,34.62,53.85,3.85,42.31,26.22,80.77,61.54,0,46.15,96.15,46.15,14.29,80,13.21,3.85,73.08,3.85,19.23,3.85,100,100,0,0,0,10,88,96.15,75,0,73.08,26.92,38.46,96.46,31.2,50.15,37,Guilford,81,11101,2,2027,,,Guilford,81,91228,Gilmer,28000,Greensboro city (part),C1,,9999,,24660,"Greensboro-High Point, NC Metropolitan Statistical Area",99999,,1,0,3706,1188,N,,701A Gillespie St,,Greensboro,NC,27401,4130,,27401,1,7,27401413001,S,,,,1,,,A,,90% Overall probable correctness,36.065896,-79.765031,9,H,4,U,**  Centroid Lat/Long   **,37081,3728000,37081011101,3.7081E+11,696,20,11.31999969,5.65999985,96.15000153,12190,2022/01/06 20:00:29+00,253126,225525,3362758501,3363781307,jcox@gha-nc.org,3363033116,3363781307,jcox@gha-nc.org
-80.2343,36.109,1537,NC012,Housing Authority of the City of Winston-Salem,NC012000038,Camden Station,N,M,30,30,30,30,0,1433,100,30,100,6,10,2,59,388,559,20402,10374,0,36.67,20,3.33,40,43.33,0,56.67,29.62,73.33,63.33,3.33,40,53.33,33.33,38.1,77.78,27.12,3.33,46.67,20,30,0,96.67,93.33,0,0,3.33,22,38,70,111,46.67,46.67,6.67,6.67,98.74,40.08,39.35,37,Forsyth,67,600,2,,N,N,Forsyth,67,94068,Winston,75000,Winston-Salem city,C1,,9999,,49180,"Winston-Salem, NC Metropolitan Statistical Area",99999,,1,0,3706,3180,S,,840 Camden Station Ln,,Winston Salem,NC,27101,1658,,27101,40,5,27101165840,S,,,,1,,,A,,90% Overall probable correctness,36.109,-80.2343,9,S,B,U,**  Centroid Lat/Long   **,37067,3775000,37067000600,3.7067E+11,523,27,16.95000076,13.56000042,96.66999817,12276,2022/01/06 20:00:29+00,201150,181938,3369176119,3369176119,kcheshire@haws.org,3369176119,,kcheshire@haws.org
-77.81392,35.928668,1538,NC019,Rocky Mount Housing Authority,NC019000001,WestEnd Terrace Community,Y,M,363,363,363,358,3,755,98.620003,358,100,7,9.78,2.4,847,251,696,11319,4784,18.35,35.76,18.35,13.29,14.24,27.37,1.12,59.22,18.63,90.78,75.14,0.84,55.03,87.71,54.75,24.57,64.62,16.53,9.22,55.31,17.32,18.16,1.12,96.65,95.53,0.84,0,0.28,10,99,0,0,24.02,44.69,31.28,13.97,59.92,18.04,63,37,Nash,127,10200,2,2005,N,N,Nash,127,92740,Rocky Mount,57500,Rocky Mount city (part),C1,,9999,,40580,"Rocky Mount, NC Metropolitan Statistical Area",99999,,1,0,3701,2406,S,,697A Paul St,,Rocky Mount,NC,27803,3423,,27803,97,2,27803342397,S,,,,1,,,A,,90% Overall probable correctness,35.928668,-77.81392,9,H,4,U,**  Centroid Lat/Long   **,37127,3757500,37127010200,3.7127E+11,655,413,8.02999973,11.44999981,97.76999664,9636,2022/01/06 20:00:29+00,2990892,2807490,2529773141,2529772587,Kmacklin@rm-ha.org,2529773141,2529772587,Kmacklin@rm-ha.org
-77.904922,35.724316,1539,NC020,Housing Authority of the City of Wilson,NC020000001,Forest Road,Y,M,179,179,179,129,9,647,72.07,129,100,6,20.16,2.1,273,251,1194,12155,5743,21.95,36.59,21.95,3.25,16.26,20.16,0.78,74.42,19.03,89.92,80.62,0.78,42.64,75.19,38.76,25.27,68.42,23.08,6.2,44.19,20.16,29.46,0,96.9,95.35,1.55,0,0,15,115,0,0,28.68,41.09,30.23,20.93,74.66,33.3,56.64,37,Wilson,195,700,3,3009,N,N,Wilson,195,94048,Wilson,74540,Wilson city (part),C1,,9999,,48980,"Wilson, NC Micropolitan Statistical Area",99999,,0,1,3701,3150,S,,313A Hackney St E,,Wilson,NC,27893,4162,,27893,13,4,27893416213,S,,,,4,N,,A,,60% Overall probable correctness,35.724316,-77.904922,9,H,4,U,**  Centroid Lat/Long   **,37195,3774540,37195000700,3.7195E+11,1182,116,15.75,11.72000027,94.56999969,9528,2022/01/06 20:00:29+00,1849035,1758648,2522912245,2522910984,kvick@wilsonha.org,2522912245,,kvick@wilsonha.org
-79.179495,35.473372,1540,NC035,Sanford Housing Authority,NC035000002,STEWART MANOR/MATTHEWS COURT,N,M,100,99,99,48,34,266,48.48,48,100,8,12.5,1,50,260,795,11052,10610,4.17,50,35.42,6.25,4.17,2.08,0,97.92,17.9,97.92,81.25,0,0,45.83,0,85,71.43,74,0,16.67,25,58.33,0,77.08,64.58,0,0,12.5,10,99,0,0,93.75,6.25,0,2.08,88.76,35.9,59.93,37,Lee,105,30300,1,1029,N,Y,Lee,105,93548,"Township 6, West Sanford",59280,Sanford city (part),C1,,9999,,41820,"Sanford, NC Micropolitan Statistical Area",99999,,0,1,3708,2520,S,,500 Dudley Ave,,Sanford,NC,27330,4706,,27330,99,0,27330470699,H,,,,3,,N,A,,70% Overall probable correctness,35.473372,-79.179495,S,,R,U,** Street-Level Rooftop **,37105,3759280,37105030300,3.7105E+11,697,0,58,34,100,9768,2022/01/06 20:00:29+00,457981,451360,9197767655,9197767657,,9197767655,9197767657,sjudd@sha-nc.org
-78.98669,36.381535,1541,NC060,Roxboro Housing Authority,NC060000001,SCATTERED SITES,Y,M,210,208,208,195,12,208,93.75,190,97.44,7,7.89,2.1,394,229,652,9873,4761,14,36.67,24,11.33,14,21.58,1.58,55.79,15.07,95.26,76.84,0.53,40,83.68,40.53,23.48,27.59,12.44,5.79,40.53,23.16,30.53,3.16,93.16,92.63,0.53,0,0,34,101,0,0,43.68,18.95,37.37,16.84,47.27,25.42,63.11,37,Person,145,920400,2,2019,N,N,Person,145,92764,Roxboro,58160,Roxboro city (part),C1,,9999,,20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",99999,,1,0,3713,2460,Y,,805 Lyle St,,Roxboro,NC,27573,5923,,27573,5,2,27573592305,S,,,,2,,,,,80% Overall probable correctness,36.381535,-78.98669,S,,R,U,** Street-Level Rooftop **,37145,3758160,37145920400,3.71459E+11,621,164,15.22999954,8.38000011,98.94999695,9768,2022/01/06 20:00:29+00,1525092,1439107,3365998616,3365998622,flewis@roxboroha.com,3365044026,,flewis@roxboroha.com
-80.230273,36.104341,1759,NC012,Housing Authority of the City of Winston-Salem,NC012000008,SUNRISE TOWERS,N,M,201,195,195,192,3,1433,98.459999,188,97.91,7,10.11,1.1,201,175,559,6879,6434,7.5,60,22.5,3.33,6.67,13.83,0.53,49.47,10,96.28,93.09,0,1.6,37.23,1.6,36.05,60.98,38.81,6.91,35.64,35.64,21.81,0,92.55,88.3,1.06,0.53,2.66,24,68,0,0,100,0,0,0,98.74,40.08,39.35,37,Forsyth,67,600,1,1023,N,Y,Forsyth,67,94068,Winston,75000,Winston-Salem city,C1,,3120,"Greensboro--Winston-Salem--High Point, NC MSA",49180,"Winston-Salem, NC Metropolitan Statistical Area",99999,,1,0,3706,3180,S,,801 N Martin Luther King Jr Dr,,Winston Salem,NC,27101,4247,,27101,99,4,27101424799,H,,,,5,N,,A,,50% Overall probable correctness,36.104341,-80.230273,S,,R,U,** Street-Level Rooftop **,37067,3775000,37067000600,3.7067E+11,523,3,20.89999962,26.37000084,99.47000122,8574,2022/01/06 20:00:29+00,1287388,1210837,3369176119,3369176119,kcheshire@haws.org,3369176119,,kcheshire@haws.org
-80.231712,36.081487,1776,NC012,Housing Authority of the City of Winston-Salem,NC012000036,WILLOWS PEAK,N,M,116,116,52,52,0,1433,100,51,98.08,6,15.69,2.5,128,304,559,13408,5342,25.53,21.28,12.77,14.89,25.53,41.18,0,49.02,19.47,86.27,72.55,1.96,70.59,90.2,70.59,6.52,40,3.91,5.88,68.63,15.69,9.8,0,98.04,92.16,0,0,5.88,11,63,96.08,111,13.73,58.82,27.45,3.92,75.24,52.61,48.14,37,Forsyth,67,802,1,1008,N,Y,Forsyth,67,94068,Winston,75000,Winston-Salem city,C1,,3120,"Greensboro--Winston-Salem--High Point, NC MSA",49180,"Winston-Salem, NC Metropolitan Statistical Area",99999,,1,0,3706,3180,S,,855 Willow St,,Winston Salem,NC,27127,3198,,27127,99,2,27127319899,H,,,,1,,,A,,90% Overall probable correctness,36.081487,-80.231712,S,,R,U,** Street-Level Rooftop **,37067,3775000,37067000802,3.7067E+11,523,66,3.91000009,2.33999991,98.04000092,9768,2022/01/06 20:00:29+00,348657,319961,3369176119,3369176119,kcheshire@haws.org,3369176119,,kcheshire@haws.org
-78.885532,36.040536,1777,NC013,The Housing Authority of the City of Durham,NC013000012,OXFORD MANOR,N,M,172,169,169,161,7,1149,95.269997,161,100,9,6.83,3.5,562,212,954,8753,2508,28.24,30.53,19.85,9.16,12.21,23.6,0,57.14,9.86,99.38,95.65,1.24,79.5,91.3,77.64,18.83,100,10.85,2.48,78.26,14.91,4.35,0,97.52,95.03,0,0.62,1.86,24,81,0,0,0,28.57,71.43,25.47,87.59,32.55,35.24,37,Durham,63,1709,3,3041,N,N,Durham,63,90932,Durham,19000,Durham city (part),C1,,6640,"Raleigh-Durham-Chapel Hill, NC MSA",20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",99999,,1,0,3704,828,S,,3602 Keystone Pl,,Durham,NC,27704,2869,,27704,2,3,27704286902,S,,,,1,,,A,,90% Overall probable correctness,36.040536,-78.885532,S,,R,U,** Street-Level Rooftop **,37063,3719000,37063001709,3.7063E+11,892,325,1.25,9.60999966,100,8112,2022/01/06 20:00:29+00,1843461,1734478,9196831551,9196831237,ascott@dha-nc.org,9196831551,,ascott@dha-nc.org
-80.797935,35.579874,1778,NC024,Mooresville Housing Authority,NC024000001,West End,N,M,106,106,106,105,1,106,99.059998,105,100,6,12.38,2.2,229,392,481,18671,8561,5.94,18.81,20.79,14.85,39.6,36.19,0,60,26.79,85.71,50.48,0,42.86,82.86,40.95,26.47,40.54,17.9,2.86,46.67,15.24,35.24,1.9,51.43,45.71,0,0,5.71,13,118,89.52,56,29.52,28.57,41.9,20.95,39.51,21.1,67.47,37,Iredell,97,61502,1,1029,N,N,Iredell,97,90708,Coddle Creek,44220,Mooresville town (part),C1,,9999,,16740,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",99999,,1,0,3710,1932,S,,701 Circle Dr Apt,,Mooresville,NC,28115,2506,,28115,1,9,28115250601,S,,Apt,,0,,,,,100% Overall probable correctness,35.579874,-80.797935,9,S,4,U,**  Centroid Lat/Long   **,37097,3744220,37097061502,3.70971E+11,456,93,17.03000069,11.78999996,96.19000244,15918,2022/01/06 20:00:29+00,605932,579423,7046641659,7046646407,mhaexecutive@mooresvilleha.org,7046641659,7046646407,mhaexecutive@mooresvilleha.org
-77.048106,35.541905,1779,NC032,Washington Housing Authority,NC032000001,OAKCREST,Y,M,383,382,382,376,6,382,98.419998,374,99.47,5,14.71,2.2,839,252,690,11588,5165,17.2,35.28,23.32,11.08,13.12,22.19,0.27,69.25,19.27,94.12,75.4,0.8,44.39,79.68,43.58,27.95,72.5,23.48,4.55,47.86,15.78,31.82,3.21,87.7,86.36,0,0,1.34,18,118,86.36,84,33.96,27.81,38.24,21.12,54.55,29.97,62.33,37,Beaufort,13,930300,2,2043,N,N,Beaufort,13,93904,Washington,71220,Washington city (part),C1,,9999,,47820,"Washington, NC Micropolitan Statistical Area",99999,,0,1,3703,3018,S,,407 E 3rd St Apt,,Washington,NC,27889,5010,,27889,7,3,27889501007,S,,Apt,,0,,,,,100% Overall probable correctness,35.541905,-77.048106,9,S,4,U,**  Centroid Lat/Long   **,37013,3771220,37013930300,3.70139E+11,647,394,14.77999973,12.86999989,98.40000153,9768,2022/01/06 20:00:29+00,3112344,877673,2529460061,2529751279,shannon@whamerha.com,2526442368,2526442436,vdunn@wha-nc.org
-81.570176,35.745137,1780,NC055,Valdese Housing Authority,NC055000001,Falls Road Terrace/Praley Heights,Y,M,121,121,121,120,0,121,99.169998,120,100,8,13.33,1.8,210,274,521,12137,6935,14.41,27.97,35.59,11.86,10.17,28.33,2.5,67.5,19.97,92.5,71.67,5.83,24.17,79.17,24.17,33.8,36.73,20,4.17,34.17,20.83,40.83,2.5,3.33,0,0,1.67,1.67,19,78,0,0,36.67,30.83,32.5,38.33,6.67,10.5,74.76,37,Burke,23,20900,1,1078,N,Y,Burke,23,91912,Lovelady,69520,Valdese town (part),C1,,3290,"Hickory-Morganton-Lenoir, NC MSA",25860,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",99999,,1,0,3705,2922,D,,210 Morganton St NW,,Valdese,NC,28690,2251,,28690,99,7,28690225199,H,1SUD,,,2,N,,N,,80% Overall probable correctness,35.745137,-81.570176,S,,R,U,** Street-Level Rooftop **,37023,3769520,37023020900,3.7023E+11,501,68,24.29000092,11.43000031,98.33000183,10578,2022/01/06 20:00:29+00,750211,708796,8288740098,8288744352,k.warlick@valdesehousingauthority.com,8288740098,8288744352,k.warlick@valdesehousingauthority.com
-77.591035,35.585869,1796,NC076,Farmville Housing Authority,NC076000001,PINE GROVE APARTMENTS,N,M,174,174,174,162,5,174,93.099998,162,100,5,5.56,2.7,433,298,687,13672,5115,15.53,18.63,35.4,11.8,18.63,27.16,0.62,71.6,22.93,91.98,69.14,2.47,54.94,87.65,56.79,12.28,52.08,10.39,8.64,52.47,9.88,29.01,0.62,95.06,93.21,0.62,0,1.23,9,96,95.06,190,36.42,17.28,46.3,6.17,53.07,26.38,68.73,37,Pitt,147,1800,5,5015,N,N,Pitt,147,91084,Farmville,22820,Farmville town,C1,,3150,"Greenville, NC MSA",24780,"Greenville, NC Metropolitan Statistical Area",99999,,1,0,3701,996,Y,,4338 Anderson Ave Apt A,,Farmville,NC,27828,2043,,27828,73,4,27828204373,H,A,Apt,,0,,,,,100% Overall probable correctness,35.585869,-77.591035,S,,R,U,** Street-Level Rooftop **,37147,3722820,37147001800,3.7147E+11,635,233,11.31999969,4.8499999,98.76999664,11256,2022/01/06 20:00:29+00,1335082,1250373,2527535347,2527532469,director@farmvilleha.com,2527535347,2527532469,director@farmvilleha.com
-77.93711,34.226605,2061,NC001,Housing Authority of the City of Wilmington,NC001000022,South Side 1,Y,M,1,1,1,1,0,1003,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,New Hanover,129,11100,2,2010,N,N,New Hanover,129,94044,Wilmington,74440,Wilmington city,C1,,9200,"Wilmington, NC MSA",48900,"Wilmington, NC Metropolitan Statistical Area",99999,,1,0,3707,3144,S,,718 S 9th St,,Wilmington,NC,28401,5353,,28401,18,0,28401535318,S,,,,3,,,A,,70% Overall probable correctness,34.226605,-77.93711,S,,R,U,** Street-Level Rooftop **,37129,3774440,37129011100,3.7129E+11,-4,-4,-4,-4,-4,-4,2022/01/06 20:00:29+00,-4,-4,9103417700,9103417760,vhamilton@wha.net,9103417700,9103417760,vhamilton@wha.net
-78.598797,35.84642,2062,NC002,Housing Authority of the City of Raleigh,NC002000019,VALLEYBROOK,N,M,50,49,49,49,0,1435,100,49,100,5,14.29,2.6,128,327,610,14225,5445,11.63,25.58,20.93,11.63,30.23,55.1,2.04,28.57,14.91,95.92,83.67,2.04,67.35,89.8,65.31,15.91,40,10.94,8.16,65.31,16.33,10.2,2.04,97.96,93.88,0,0,4.08,37,112,100,150,0,59.18,40.82,24.49,86.89,25.45,14.76,37,Wake,183,52704,1,1000,N,N,Wake,183,92228,Neuse,55000,Raleigh city (part),C1,,6640,"Raleigh-Durham-Chapel Hill, NC MSA",39580,"Raleigh-Cary, NC Metropolitan Statistical Area",99999,,1,0,3702,2304,S,,4748 Leafcrest Ct,,Raleigh,NC,27604,1783,,27604,48,0,27604178348,S,,,,1,,,A,,90% Overall probable correctness,35.84642,-78.598797,S,,R,U,** Street-Level Rooftop **,37183,3755000,37183052704,3.71831E+11,575,65,3.91000009,9.38000011,100,11371,2022/01/06 20:00:29+00,358616,338221,9198316416,9198316160,info@rhaonline.com,9195081301,9198316160,info@rhaonline.com
-77.5728,35.2601,2063,NC004,Housing Authority of the City of Kinston,NC004000003,CARVER COURTS,N,M,122,122,122,122,0,721,100,122,100,5,10.66,2.4,290,199,632,9109,3832,44.63,30.58,8.26,4.96,11.57,26.23,4.1,68.85,18.17,91.8,84.43,0,60.66,89.34,59.84,23.64,75,16.55,19.67,52.46,18.03,9.84,0.82,96.72,94.26,0.82,0,1.64,3,78,0,0,22.95,40.98,36.07,13.93,99.5,43.38,65.94,37,Lenoir,107,10400,2,,N,N,Lenoir,107,91704,Kinston,35920,Kinston city (part),C1,,9999,,28820,"Kinston, NC Micropolitan Statistical Area",99999,,0,1,3703,1542,S,,15A Carver Cts,,Kinston,NC,28501,5405,,28501,15,4,28501540515,S,,,,1,,,A,,90% Overall probable correctness,35.2601,-77.5728,9,S,B,U,**  Centroid Lat/Long   **,37107,3735920,37107010400,3.7107E+11,572,158,4.13999987,13.44999981,97.54000092,8062,2022/01/06 20:00:29+00,924895,824449,2525231195,2525237984,kha@khanc.org,2525231195,2525237984,rabbott@khanc.org
